Piping Class,Size,SCH,Wall thickness,Material_Name,PMSMat_Categories,PMSMat_Cat,Rating,Corrosion
63056,12,80S,12.7,ASTM A312-TP321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,6,40S,7.112,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,8,80S,12.7,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,10,80S,12.7,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,12,80S,12.7,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,14,XS,12.7,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,16,60,16.6624,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,18,60,19.05,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,20,60,20.6248,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63056,24,60,24.6126,ASTM A358-321 stab HT,Stainl steel AISI 321 stab HT,SS,600,1
63057,0.5,40S,2.7686,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,0.75,40S,2.8702,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,1,40S,3.3782,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,1.5,40S,3.683,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,2,40S,3.9116,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,3,40S,5.4864,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,4,40S,6.0198,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,6,40S,7.112,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,8,40S,8.1788,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,10,40S,9.271,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,12,80S,12.7,ASTM A312-TP347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,6,40S,7.112,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,8,40S,8.1788,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,10,40S,9.271,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,12,80S,12.7,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,14,XS,12.7,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,16,60,16.6624,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,18,60,19.05,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,20,60,20.6248,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63057,24,60,24.6126,ASTM A358-347 STAB,Stainl steel AISI 347 Stab.,SS,600,1
63060,0.5,40S,2.7686,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,0.75,40S,2.8702,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,1,40S,3.3782,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,1.5,40S,3.683,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,2,40S,3.9116,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,3,40S,5.4864,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,4,40S,6.0198,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,6,80S,10.9728,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,8,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,10,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,12,60,14.2748,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63060,6,80S,10.9728,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63060,8,80S,12.7,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63060,10,80S,12.7,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63060,12,60,14.2748,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63060,14,60,15.0876,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63060,16,60,16.6624,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63060,18,60,19.05,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63060,20,60,20.6248,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63060,24,60,24.6126,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63084,0.5,40S,2.7686,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,0.75,40S,2.8702,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,1,40S,3.3782,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,1.5,40S,3.683,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,2,40S,3.9116,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,3,40S,5.4864,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,4,40S,6.0198,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,6,80S,10.9728,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,8,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,10,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,12,60,14.2748,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63084,6,80S,10.9728,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,8,80S,12.7,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,10,80S,12.7,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,12,60,14.2748,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,14,60,15.0876,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,16,60,16.6624,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,18,60,19.05,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,20,60,20.6248,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,24,60,24.6126,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,30,30.0,30,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,36,36.0,36,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,42,40.0,40,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63084,48,46.0,46,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,0.5,40S,2.7686,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,0.75,40S,2.8702,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,1,40S,3.3782,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,1.5,40S,3.683,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,2,40S,3.9116,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,3,40S,5.4864,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,4,40S,6.0198,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,6,80S,10.9728,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,8,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,10,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,12,60,14.2748,ASTM A312-TP304,Stainl steel AISI 304,SS,600,0
63086,6,80S,10.9728,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,8,80S,12.7,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,10,80S,12.7,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,12,60,14.2748,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,14,60,15.0876,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,16,60,16.6624,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,18,60,19.05,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,20,60,20.6248,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,24,60,24.6126,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,30,30.0,30,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,36,36.0,36,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,42,40.0,40,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63086,48,46.0,46,ASTM A358-304,Stainl steel AISI 304,SS,600,0
63092,0.5,40S,2.7686,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,0.75,40S,2.8702,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,1,40S,3.3782,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,1.5,40S,3.683,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,2,40S,3.9116,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,3,40S,5.4864,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,4,40S,6.0198,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,6,40S,7.112,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,8,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,10,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,12,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63092,14,60,15.0876,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63092,16,60,16.6624,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63092,18,60,19.05,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63092,20,60,20.6248,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63092,24,60,24.6126,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63092,30,25.4,25.4,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63092,36,30.2,30.2,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63092,42,36.0,36,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63092,48,40.0,40,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,0.5,40S,2.7686,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,0.75,40S,2.8702,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,1,40S,3.3782,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,1.5,40S,3.683,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,2,40S,3.9116,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,3,40S,5.4864,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,4,40S,6.0198,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,6,40S,7.112,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,8,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,10,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,12,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63095,6,40S,7.112,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,8,80S,12.7,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,10,80S,12.7,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,12,80S,12.7,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,14,60,15.0876,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,16,60,16.6624,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,18,60,19.05,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,20,60,20.6248,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,24,60,24.6126,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,30,25.4,25.4,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,36,30.2,30.2,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,42,36.0,36,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63095,48,40.0,40,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63096,0.5,40S,2.7686,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,0.75,40S,2.8702,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,1,40S,3.3782,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,1.5,40S,3.683,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,2,40S,3.9116,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,3,40S,5.4864,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,4,40S,6.0198,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,6,40S,7.112,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,8,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,10,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,12,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT [A],SS,600,0
63096,14,60,15.0876,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63096,16,60,16.6624,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63096,18,60,19.05,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63096,20,60,20.6248,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63096,24,60,24.6126,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63096,30,25.4,25.4,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63096,36,30.2,30.2,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63096,42,36.0,36,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63096,48,40.0,40,ASTM A358-304,Stainl steel AISI 304 LT [A],SS,600,0
63097,0.5,40S,2.7686,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,0.75,40S,2.8702,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,1,40S,3.3782,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,1.5,40S,3.683,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,2,40S,3.9116,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,3,40S,5.4864,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,4,40S,6.0198,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,6,40S,7.112,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,8,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,10,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,12,80S,12.7,ASTM A312-TP304,Stainl steel AISI 304 LT,SS,600,0
63097,14,60,15.0876,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63097,16,60,16.6624,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63097,18,60,19.05,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63097,20,60,20.6248,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63097,24,60,24.6126,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63097,30,25.4,25.4,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63097,36,30.2,30.2,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63097,42,36.0,36,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63097,48,40.0,40,ASTM A358-304,Stainl steel AISI 304 LT,SS,600,0
63125,0.5,40S,2.7686,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,0.75,40S,2.8702,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,1,40S,3.3782,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,1.5,40S,3.683,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,2,40S,3.9116,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,3,40S,5.4864,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,4,40S,6.0198,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,6,40S,7.112,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,8,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,10,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,12,60,14.2748,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63125,6,40S,7.112,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,8,80S,12.7,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,10,80S,12.7,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,12,60,14.2748,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,14,60,15.0876,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,16,60,16.6624,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,18,60,19.05,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,20,60,20.6248,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,24,60,24.6126,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,30,25.4,25.4,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,36,30.2,30.2,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,42,36.0,36,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63125,48,40.0,40,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,0.5,40S,2.7686,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,0.75,40S,2.8702,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,1,40S,3.3782,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,1.5,40S,3.683,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,2,40S,3.9116,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,3,40S,5.4864,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,4,40S,6.0198,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,6,80S,10.9728,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,8,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,10,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,12,60,14.2748,ASTM A312-TP316,Stainl steel AISI 316 LT,SS,600,0
63197,6,80S,10.9728,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,8,80S,12.7,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,10,80S,12.7,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,12,60,14.2748,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,14,60,15.0876,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,16,60,16.6624,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,18,60,19.05,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,20,60,20.6248,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,24,60,24.6126,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,30,25.4,25.4,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,36,30.2,30.2,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,42,36.0,36,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63197,48,40.0,40,ASTM A358-316,Stainl steel AISI 316 LT,SS,600,0
63200,2,80S,5.5372,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,4,40S,6.0198,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,6,40S,7.112,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,8,40S,8.1788,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,10,40S,9.271,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,12,40S,9.525,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,14,40,11.1252,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,16,40,12.7,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,18,40,14.2748,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,20,40,15.0876,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,24,40,17.4752,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63200,2,80S,5.5372,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63200,3,80S,7.62,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63200,4,40S,6.0198,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63200,6,40S,7.112,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63200,8,40S,8.1788,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63200,10,40S,9.271,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63200,12,40S,9.525,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63200,14,40,11.1252,ASTM A358-321,Stainl steel AISI 321/347,SS,600,0
63200,16,40,12.7,ASTM A358-321,Stainl steel AISI 321/347,SS,600,0
63200,18,40,14.2748,ASTM A358-321,Stainl steel AISI 321/347,SS,600,0
63200,20,40,15.0876,ASTM A358-321,Stainl steel AISI 321/347,SS,600,0
63200,24,40,17.4752,ASTM A358-321,Stainl steel AISI 321/347,SS,600,0
63200,30,19.1,19.1,ASTM A358-321,Stainl steel AISI 321/347,SS,600,0
63200,36,22.2,22.2,ASTM A358-321,Stainl steel AISI 321/347,SS,600,0
63210,2,80S,5.5372,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63210,4,40S,6.0198,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63210,6,40S,7.112,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63210,8,40S,8.1788,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63210,10,40S,9.271,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63210,12,40S,9.525,ASTM B167 UNS N06600,Stainl steel AISI 321/347,SS,600,0
63210,2,80S,5.5372,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63210,3,80S,7.62,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63210,4,40S,6.0198,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63210,6,40S,7.112,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63210,8,40S,8.1788,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63210,10,40S,9.271,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63210,12,40S,9.525,ASTM A312-TP321,Stainl steel AISI 321/347,SS,600,0
63411,0.5,40S,2.7686,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,0.75,40S,2.8702,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,1,40S,3.3782,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,1.5,40S,3.683,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,2,40S,3.9116,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,3,40S,5.4864,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,4,40S,6.0198,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,6,80S,10.9728,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,8,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,10,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,12,60,14.2748,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63411,6,80S,10.9728,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63411,8,80S,12.7,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63411,10,80S,12.7,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63411,12,60,14.2748,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63411,14,60,15.0876,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63411,16,60,16.6624,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63411,18,60,19.05,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63411,20,60,20.6248,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63411,24,60,24.6126,ASTM A358-316,Stainl steel AISI 316,SS,600,0
63421,0.5,40S,2.7686,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,0.75,40S,2.8702,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,1,40S,3.3782,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,1.5,40S,3.683,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,2,40S,3.9116,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,3,40S,5.4864,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,4,40S,6.0198,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,6,80S,10.9728,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,8,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,10,80S,12.7,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,12,60,14.2748,ASTM A312-TP316,Stainl steel AISI 316 Sour,SS,600,0
63421,6,80S,10.9728,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63421,8,80S,12.7,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63421,10,80S,12.7,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63421,12,60,14.2748,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63421,14,60,15.0876,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63421,16,60,16.6624,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63421,18,60,19.05,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63421,20,60,20.6248,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63421,24,60,24.6126,ASTM A358-316,Stainl steel AISI 316 Sour,SS,600,0
63430,0.5,40S,2.7686,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63430,0.75,40S,2.8702,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63430,1,40S,3.3782,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63430,1.5,40S,3.683,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
63430,2,40S,3.9116,ASTM A312-TP316,Stainl steel AISI 316,SS,600,0
